cve_id,project_name,project_language,affects_multiple,version_introduced,version_patched,cve_publish_date,cvss,project_severity_rating,patch_commit,patch_language,patch_path,patch_location,location_category,nvd_cwe,manual_label,subclass_label,nvd_override,memory_unsafety,primary_advisory,other_references,summary,additional_notes
CVE-2013-6449,OpenSSL,C,N,1.0.1,1.0.1f,12/23/2013,4.3,-,https://git.openssl.org/gitweb/?p=openssl.git;a=commitdiff;h=ca98926,C,ssl/s3_lib.c,SSL,SSL,CWE-310: Cryptographic Issues,Cryptographic Issue,TLS Implementation,N,N,https://www.openssl.org/news/vulnerabilities.html,https://nvd.nist.gov/vuln/detail/CVE-2013-6449,"SSL implementation retrieves the supported protocol version number from the wrong data structure (a data structure which is sometimes incorrect), causing a crash if the version numbers do not match.",-
CVE-2012-2686,OpenSSL,C,N,1.0.1,1.0.1d,2/8/2013,5.0,-,https://git.openssl.org/gitweb/?p=openssl.git;a=blobdiff;f=crypto/evp/e_aes_cbc_hmac_sha1.c;h=18fc9210104d69a204d73e8ae8a5aab734e1b8d8;hp=710fb79baf456f6865402f2673777d9f8a86d4ef;hb=125093b59f3c2a2d33785b5563d929d0472f1721;hpb=f3e99ea072126338c5b7b96c1e5a07d56d000463,C,crypto/evp/e_aes_cbc_hmac_sha1.c,SHA,Other Primitives,CWE-310: Cryptographic Issues,Cryptographic Issue,Other,N,Y,https://www.openssl.org/news/vulnerabilities.html,https://nvd.nist.gov/vuln/detail/CVE-2012-2686,"Carefully crafted CBC ciphersuite input can cause a crash. It is difficult to tell what the exact problem is since the fix for this is included as part of the Lucky 13 patch, so this CVE is classified as Other in the subclassification.",-
CVE-2013-0166,OpenSSL,C,N,0.9.8,1.0.1d,2/8/2013,5.0,-,https://git.openssl.org/gitweb/?p=openssl.git;a=blobdiff;f=crypto/ocsp/ocsp_vfy.c;h=f24080fa0edaa8ddd631f24e72188abce98f14ff;hp=d3b446c5f96e3c189d7a155e13a63ed2a7df3c2e;hb=66e8211c0b1347970096e04b18aa52567c325200;hpb=dd2dee60f343a28cd93e065c7dae7619885515ff,C,crypto/ocsp/ocsp_vfy.c,OCSP,X.509,CWE-310: Cryptographic Issues,Memory Management,Null Dereference,Y,Y,https://www.openssl.org/news/secadv/20130205.txt,https://nvd.nist.gov/vuln/detail/CVE-2013-0166,"OCSP response verification code did not check whether the key value was null before attempting to verify signatures, causing a null pointer dereference. Patch commit moves verification call inside a conditional check that the key is non-null.",-
CVE-2013-0169,OpenSSL,C,Y (CVE-2013-1620; CVE-2013-1619; CVE-2013-1623; CVE-2013-1624),0.9.8,1.0.1d,2/8/2013,2.6,-,-,-,-,SSL,-,CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),N,https://www.openssl.org/news/secadv/20130205.txt,https://www.ieee-security.org/TC/SP2013/papers/4977a526.pdf,"TLS implementation was vulnerable to the ""Lucky Thirteen"" side-channel attack, which used timing differences in processing malformed CBC padding to recover plaintext.",-
CVE-2011-1473,OpenSSL,C,Y (CVE-2011-5094),-,N,6/16/2012,5,-,N/A,N/A,-,SSL,-,"CWE-264: Permissions, Privileges, and Access Controls",Cryptographic Issue,TLS Implementation,N,,https://nvd.nist.gov/vuln/detail/CVE-2011-1473,https://bugzilla.redhat.com/show_bug.cgi?id=707065; https://vincent.bernat.ch/en/blog/2011-ssl-dos-mitigation,"SSL implementation did not restrict client renegotiation, allowing a malicious client to cause DoS/excessive resource consumption by repeatedly renegotiating and forcing the server to run costly computations, etc.","Disputed by OpenSSL. From CVE description: ""NOTE: it can also be argued that it is the responsibility of server deployments, not a security library, to prevent or limit renegotiation when it is appropriate within a specific environment."""
CVE-2012-2333,OpenSSL,C,N,0.9.8,1.0.1c,5/14/2012,6.8,-,https://github.com/openssl/openssl/commit/c46ecc3a55bcbbe4ff31da3864d015e343b0189f,C,ssl/d1_enc.c,SSL,SSL,CWE-189: Numeric Errors,Numeric Error,Integer Underflow,N,Y,https://www.openssl.org/news/secadv/20120510.txt,https://nvd.nist.gov/vuln/detail/CVE-2012-2333; https://bugzilla.redhat.com/show_bug.cgi?id=820686,"SSL implementation was vulnerable to an integer underflow because it did not check the size of a record length before subtracting the size of an IV, which could in turn cause a buffer overread/OOB access.",-
CVE-2012-2131,OpenSSL,C,N,0.9.8v,0.9.8w,4/24/2012,7.5,-,-,-,-,ASN.1,-,CWE-189: Numeric Errors,Numeric Error,-,N,Y,https://www.openssl.org/news/secadv/20120424.txt,https://www.openssl.org/news/secadv/20120419.txt,ASN.1 parsing implementation still contained further numeric conversion/memory corruption errors left over from CVE-2012-2110. Description is ambiguous but classification defaults to NVD label of Numeric Issue since we cannot find the patch.,-
CVE-2012-2110,OpenSSL,C,N,0.9.8,1.0.1a,4/19/2012,7.5,-,https://github.com/openssl/openssl/commit/d9a9d10f4f8d4ed051f2488a90b012dceb7ec885,C,crypto/asn1/a_d2i_fp.c,ASN.1,X.509,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Numeric Error,Integer Overflow,Y,Y,https://www.openssl.org/news/secadv/20120419.txt,https://nvd.nist.gov/vuln/detail/CVE-2012-2110,ASN.1 parsing code contained a variety of numeric conversion errors caused by assigning int variables (32 bits) a size_t types (64 bits). This integer overflow could in turn cause a buffer overflow. Patch commit introduces several new integer and buffer length checks.,-
CVE-2012-1165,OpenSSL,C,N,0.9.8,1.0.0h,3/15/2012,5.0,-,-,C,crypto/asn1/asn_mime.c,ASN.1,X.509,CWE-399: Resource Management Errors,Memory Management,Null Dereference,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2012-1165,https://www.openwall.com/lists/oss-security/2012/03/13/2,ASN.1 S/MIME parsing contains a possible null pointer dereference (no further information available).,Not included under OpenSSL's security advisory list.
CVE-2012-0884,OpenSSL,C,N,0.9.8,1.0.0h,3/13/2012,5.0,-,-,-,-,CMS/PKCS#7,X.509,CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),N,https://www.openssl.org/news/secadv/20120312.txt,-,"CMS and PKCS#7 implementations are vulnerable to a Bleichenbacher padding oracle attack (aka ""million message attack"").",-
CVE-2006-7250,OpenSSL,C,N,-,0.9.8t,2/29/2012,5.0,-,https://www.mail-archive.com/openssl-dev@openssl.org/msg30305.html,C,crypto/asn1/asn_mime.c,ASN.1,X.509,CWE-476: NULL Pointer Dereference,Memory Management,Null Dereference,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2006-7250,https://www.openwall.com/lists/oss-security/2012/02/28/14,ASN.1 S/MIME parsing contained a possible null pointer dereference given carefully crafted MIME headers.,Not included under OpenSSL's security advisory list.
CVE-2011-4354,OpenSSL,C,N,-,0.9.8h,1/27/2012,5.8,-,-,C,crypto/bn/bn_nist.c,BN,BigNum,CWE-310: Cryptographic Issues,Cryptographic Issue,Bad Math,N,N,https://nvd.nist.gov/vuln/detail/CVE-2011-4354,https://www.openwall.com/lists/oss-security/2011/12/01/6; https://bugzilla.redhat.com/show_bug.cgi?id=757909,"Modular reduction algorithm used in ECDH ciphersuites was incorrect, allowing attackers to potentially recover a TLS server's private key.",Not included under OpenSSL's security advisory list.
CVE-2012-0050,OpenSSL,C,N,0.9.8s,1.0.0g,1/19/2012,5.0,-,https://github.com/openssl/openssl/commit/855d29184ea88140e3c810e854607cc00a3f1806,C,ssl/d1_pkt.c,DTLS,SSL,CWE-399: Resource Management Errors,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20120118.txt,-,"DTLS record processing code didn't adequately check MAC length or whether it was null, causing a few potential buffer overread/null dereference issues.",Caused by CVE-2011-4108.
CVE-2011-4108,OpenSSL,C,Y (GnuTLS),0.9.8,1.0.0f,1/6/2012,4.3,-,-,-,-,DTLS,-,CWE-310: Cryptographic Issues,Cryptographic Issue,TLS Implementation,N,N,https://www.openssl.org/news/secadv/20120104.txt,https://www.ndss-symposium.org/wp-content/uploads/2017/09/01_1.pdf,"DTLS with CBC mode implementation was vulnerable to a padding oracle attack allowing for full plaintext recovery since it only checked the MAC when the original padding was valid. The attack described in the paper is a general padding oracle attack on DTLS (GnuTLS is also vulnerable), but the authors were able to recover the full plaintext in OpenSSL's case because OpenSSL did not follow the DTLS RFC in its implementation. This is therefore classified as a Cryptographic Issue instead of Side Channel since there are larger issues at play here.",-
CVE-2011-4109,OpenSSL,C,N,0.9.8,0.9.8s,1/6/2012,9.3,-,-,-,-,-,-,CWE-399: Resource Management Errors,Memory Management,Double Free,N,Y,https://www.openssl.org/news/secadv/20120104.txt,-,A policy check failure could cause a double-free when the policy check flag is set.,-
CVE-2011-4576,OpenSSL,C,N,0.9.8,1.0.0f,1/6/2012,5.0,-,https://github.com/openssl/openssl/commit/27dfffd5b75ee1db114e32f6dc73e266513889c5,C,ssl/s3_enc.c,SSL,SSL,CWE-310: Cryptographic Issues,Memory Management,Memory Leak,Y,Y,https://www.openssl.org/news/secadv/20120104.txt,https://nvd.nist.gov/vuln/detail/CVE-2011-4576,"SSL 3.0 record parsing did not properly clear memory used in block cipher padding, which could result in a memory leak of several bytes of previously freed memory being sent. Patch commit adds a one-line call to memset (OpenSSL's internal memory reset function).",-
CVE-2011-4577,OpenSSL,C,N,0.9.8,1.0.0f,1/6/2012,4.3,-,https://github.com/openssl/openssl/commit/be71c37296b3ba43c944eaa220ac62413782bad3,C,crypto/x509v3/v3_addr.c,X.509,X.509,CWE-399: Resource Management Errors,Memory Management,Memory Exhaustion,N,N,https://www.openssl.org/news/secadv/20120104.txt,https://nvd.nist.gov/vuln/detail/CVE-2011-4577,"Malformed X.509 input data (relating to IP address extensions and AS identifiers where address parsing would fail) would trigger an assertion failure, leading to a DoS attack. Patch commit does away with assert check and instead just returns 0/-1 for bad input.",-
CVE-2011-4619,OpenSSL,C,N,0.9.8,1.0.0f,1/6/2012,5.0,-,https://github.com/openssl/openssl/commit/d0dc991c6228564212ace119440a9ac5f21578bc,C,ssl/s3_srvr.c,Server-Gated Cryptography,SSL,CWE-399: Resource Management Errors,Cryptographic Issue,TLS Implementation,Y,N,https://www.openssl.org/news/secadv/20120104.txt,https://nvd.nist.gov/vuln/detail/CVE-2011-4619,Server Gated Cryptography implementation does not follow the standard for handshake restarts and does not limit the number of times a client can restart the handshake per negotiation. This can lead to resource exhaustion (excess CPU consumption).,-
CVE-2012-0027,OpenSSL,C,N,1.0.0,1.0.0f,1/6/2012,5.0,-,https://github.com/openssl/openssl/commit/6bf896d9b1693916d9e8d303f9e3cc04959632b2,C,engines/ccgost/gost2001_keyx.c,-,-,CWE-399: Resource Management Errors,Memory Management,Null Dereference,N,Y,https://www.openssl.org/news/secadv/20120104.txt,https://nvd.nist.gov/vuln/detail/CVE-2012-0027,"GOST Engine implementation does not check whether a GOST parameter is null, causing a potential null pointer dereference and other issues.",-
CVE-2011-3210,OpenSSL,C,N,1.0.0,1.0.0e,9/22/2011,5.0,-,-,-,-,ECDH,-,CWE-399: Resource Management Errors,Systems Issue,Thread Safety,N,N,https://www.openssl.org/news/secadv/20110906.txt,https://bugzilla.redhat.com/show_bug.cgi?id=736079,"ECDH ciphersuite server implementation code is not thread-safe while processing client handshake messages. A malicious client could send out-of-order handshake messages, causing the server to crash.",-
CVE-2011-3207,OpenSSL,C,N,1.0.0,1.0.0e,9/22/2011,5.0,-,https://github.com/openssl/openssl/commit/0486cce653b62d26a8ca37ac12f69f1a6b998844,C,crypto/x509/x509_vfy.c,X.509,X.509,"CWE-264: Permissions, Privileges, and Access Controls",Memory Management,Uninitialized Memory,Y,Y,https://www.openssl.org/news/secadv/20110906.txt,-,"Certificate revocation list checking does not initialize certain variables, causing a subsequent logic issue later on that causes a CRL with an invalid nextUpdate field to be accepted. Small patch commit initializes the three variables in question.",-
CVE-2011-1945,OpenSSL,C,N,-,-,5/31/2011,2.6,-,-,-,-,ECC,-,CWE-310: Cryptographic Issues,Side Channel,-,N,N,https://nvd.nist.gov/vuln/detail/CVE-2011-1945,-,"ECC implementation is vulnerable to a timing side-channel attack that can leak the private key since it did ""not properly implement curves over binary fields"". Classify as Side Channel since no patch commit or further details are available.",Not included under OpenSSL's security advisory list.
CVE-2011-0014,OpenSSL,C,N,0.9.8h,1.0.0d,2/19/2011,5.0,-,https://github.com/openssl/openssl/commit/9770924f9bd6de3d64041f4a725dea7c958721b7,C,ssl/t1_lib.c,OCSP,SSL,CWE-399: Resource Management Errors,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20110208.txt,-,"TLS handshake implementation does not properly check the length on a particular request extension field in ClientHello messages, causing a potential buffer overread.",-
CVE-2008-7270,OpenSSL,C,N,-,-,12/6/2010,4.3,-,-,-,-,SSL,-,CWE-310: Cryptographic Issues,Cryptographic Issue,TLS Implementation,N,N,https://nvd.nist.gov/vuln/detail/CVE-2008-7270,https://www.openssl.org/news/secadv/20101202.txt,"SSL server implementation allows the session cache ciphersuite to be modified, making it possible for attackers to force a downgrade attack for subsequent connections.",Not included under OpenSSL's security advisory list.
CVE-2010-4180,OpenSSL,C,N,0.9.8,1.0.0c,12/6/2010,4.3,-,https://github.com/openssl/openssl/commit/88f2a4cf9ced521e2c2874a1c32af0eeaa027f40,C,ssl/s3_srvr.c,SSL,SSL,-,Cryptographic Issue,TLS Implementation,N/A,N,https://www.openssl.org/news/secadv/20101202.txt,https://bugzilla.redhat.com/show_bug.cgi?id=659462,"SSL server implementation allows the session cache ciphersuite to be modified, making it possible for attackers to force a downgrade attack for subsequent connections.",Caused by a workaround for CVE-2008-7270.
CVE-2010-4252,OpenSSL,C,N,1.0.0,1.0.0c,12/6/2010,7.5,-,-,-,-,J-PAKE,,CWE-287: Improper Authentication,Cryptographic Issue,Parameter Validation,N,N,https://www.openssl.org/news/secadv/20101202.txt,https://bugzilla.redhat.com/show_bug.cgi?id=659297; https://github.com/seb-m/jpake,"J-PAKE implementation did not adequately validate public parameter input, leaving it vulnerable to a small subgroup confinement attack where the J-PAKE protocol would generate a predictable session key.",-
CVE-2010-3864,OpenSSL,C,N,0.9.8,1.0.0b,11/17/2020,7.6,-,https://github.com/openssl/openssl/commit/732d31beeeb2e2e9f44d05da8387cfeca06b91b8,C,ssl/t1_lib.c,SSL,SSL,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Systems Issue,Thread Safety,N,Y,https://www.openssl.org/news/secadv/20101116.txt,https://bugzilla.redhat.com/show_bug.cgi?id=649304,Server extension code parsing is vulnerable to race conditions and a buffer overread for multi-threaded clients.,-
CVE-2010-2939,OpenSSL,C,N,-,-,8/17/2010,4.3,-,-,C,ssl/s3_clnt.c,SSL,SSL,CWE-399: Resource Management Errors,Memory Management,Double Free,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2010-2939,https://www.mail-archive.com/openssl-dev%40openssl.org/msg28049.html,"SSL client implementation contains a potnetial double-free/use-after-free. From the mailing list discussion thread: ""we forget to set the variable bn_ctx to NULL after freeing it and this leads to the double free error when BN_CTX_free is called a second time"".",Not included under OpenSSL's security advisory list.
CVE-2010-0742,OpenSSL,C,N,0.9.8h,1.0.0a,6/3/2010,7.5,-,https://github.com/openssl/openssl/commit/3cbb15ee813453c52694c1d6f9a89eb7ae757943,C,crypto/cms/cms_asn1.c,CMS,Miscellaneous,CWE-310: Cryptographic Issues,Other,Typo,N,Y,https://www.openssl.org/news/secadv/20100601.txt,-,"CMS structure parsing contained a typo---instead of passing CMS_OriginatorInfo to an internal function, it passed CMS_SignedData instead, which could cause a variety of memory corruption issues depending on the values of CMS_SignedData. (Note: This is referred to as a typo in the patch commit.)",CMS is disabled by default.
CVE-2010-1633,OpenSSL,C,N,1.0.0,1.0.0a,6/3/2010,6.4,-,https://github.com/openssl/openssl/commit/3cbb15ee813453c52694c1d6f9a89eb7ae757943,C,crypto/rsa/rsa_pmeth.c,RSA,Signature Algorithms,"CWE-264: Permissions, Privileges, and Access Controls",Memory Management,Uninitialized Memory,Y,Y,https://www.openssl.org/news/secadv/20100601.txt,-,"RSA implementation is missing a check on the return value of the verification function. If verification failed, the code returns an uninitialized buffer with an undefined length, which could cause a variety of problems. Patch commit adds a small conditional check to return an error code of 0.",-
CVE-2010-0740,OpenSSL,C,N,0.9.8f,0.9.8n,3/26/2010,5.0,-,https://github.com/openssl/openssl/commit/3e8b6485b342d70e980418bc4bb2c60148d844d8,C,ssl/s3_pkt.c,SSL,SSL,CWE-20: Improper Input Validation,Memory Management,Null Dereference,N,Y,https://www.openssl.org/news/secadv/20100324.txt,-,"TLS record parsing implementation contains an issue it would attempt to update a data structure field with a new version number after rejecting a record, which could lead to a null pointer dereference.",
CVE-2010-0433,OpenSSL,C,N,0.9.8,0.9.8n,3/5/2010,4.3,-,https://github.com/openssl/openssl/commit/cca1cd9a3447dd067503e4a85ebd1679ee78a48e,C,ssl/kssl.c,SSL,SSL,CWE-20: Improper Input Validation,Memory Management,Null Dereference,N,Y,https://www.openssl.org/news/vulnerabilities.html,https://www.openwall.com/lists/oss-security/2010/03/03/5,"SSL Kerberos implementation does not check a return value, meaning it could go on to call an external Kerberos library function with invalid arguments and causing a potential null pointer dereference or other crash.",-
CVE-2010-0928,OpenSSL,C,N,-,N,3/5/2010,4.0,-,N/A,N/A,N/A,FWE (Fixed Width Exponentiation),-,CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),N,https://www.openssl.org/news/vulnerabilities.html,https://web.eecs.umich.edu/~valeria/research/publications/DATE10RSA.pdf; https://rdist.root.org/2010/03/08/attacking-rsa-exponentiation-with-fault-injection/,"Fixed Width Exponentation (FWE) algorithm is vulnerable to a fault-based side-channel attack. An attacker with physical proximity to the system could theoretically recover private keys. This is not patched in OpenSSL since it is ""outside of the OpenSSL threat model"" (per OpenSSL's vulnerabilities page).",-
CVE-2009-3245,OpenSSL,C,N,0.9.8,0.9.8m,3/5/2010,10.0,-,https://github.com/openssl/openssl/commit/2d9dcd4ff0923347fab727ac90e8526dd65e4e07,C,Various,BN,BigNum,CWE-20: Improper Input Validation,Memory Management,Null Dereference,N,Y,https://www.openssl.org/news/vulnerabilities.html,-,"Various internal functions that call OpenSSL's Big Number (BN) implementation don't check for a null return value, which can lead to memory corruption issues.",-
CVE-2009-4355,OpenSSL,C,N,0.9.8,0.9.8m,1/14/2010,5.0,-,https://github.com/openssl/openssl/commit/1b31b5ad560b16e2fe1cad54a755e3e6b5e778a3,C,crypto/comp/c_zlib.c,Compression,-,CWE-399: Resource Management Errors,Memory Management,Memory Leak,N,Y,https://www.openssl.org/news/vulnerabilities.html,-,"Compression code did not properly free up certain memory, resulting in memory leaks.",-
CVE-2009-3555,OpenSSL,C,Y,0.9.8,0.9.8m,11/9/2009,5.8,-,-,-,-,TLS/SSL,,CWE-295: Improper Certificate Validation,Cryptographic Issue,Protocol Attack,N,N,https://marc.info/?l=openssl-dev&m=125744015832463&w=2; https://www.openssl.org/news/secadv/20091111.txt,https://bug526689.bmoattachments.org/attachment.cgi?id=410650,"""Project Mogul"" attack demonstrates a flaw in how TLS/SSL implementations across several libraries handle renegotiation, exploiting the fact that the server does not fully authenticate the client after renegotiation. OpenSSL patch implements the newly released RFC.",-
CVE-2009-2409,OpenSSL,C,Y,-,0.9.8l,7/30/2009,5.1,-,-,C,crypto/x509/x509_vfy.c,MD2,X.509,CWE-310: Cryptographic Issues,Cryptographic Issue,Weak Cipher,N,N,https://nvd.nist.gov/vuln/detail/CVE-2009-2409,https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2009-2409; https://marc.info/?l=openssl-cvs&m=124508133203041&w=2,Using MD2 with X.509 certificates renders the X.509 implementation in several libraries vulnerable to hash collisions (and therefore certificate spoofing) due to fundamental design flaws in MD2.,-
CVE-2009-1386,OpenSSL,C,N,0.9.8,0.9.8i,6/4/2009,5.0,-,https://github.com/openssl/openssl/commit/1cbf663a6c89dcf8f7706d30a8bae675e2e0199a,C,ssl/s3_pkt.c,SSL,SSL,CWE-476: NULL Pointer Dereference,Memory Management,Null Dereference,N,Y,https://www.openssl.org/news/vulnerabilities.html,-,"SSL implementation did not check whether the session field in a structure was null prior to reading (which would happen if the ChangeCipherSpec messge is sent early), causing a potential null pointer dereference.",-
CVE-2009-1387,OpenSSL,C,N,0.9.8,0.9.8m,6/4/2009,5.0,-,-,-,-,DTLS,,CWE-476: NULL Pointer Dereference,Memory Management,Null Dereference,N,Y,https://www.openssl.org/news/vulnerabilities.html,https://security.gentoo.org/glsa/200912-01,DTLS implementation contained a null pointer dereference (no further information available).,-
CVE-2009-1377,OpenSSL,C,N,0.9.8,0.9.8m,5/19/2009,5.0,-,https://github.com/openssl/openssl/commit/88b48dc68024dcc437da4296c9fb04419b0ccbe1,C,ssl/d1_pkt.c,DTLS,SSL,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Memory Exhaustion,N,N,https://www.openssl.org/news/vulnerabilities.html,https://marc.info/?l=openssl-dev&m=124247675613888&w=2,"DTLS implementation stores records in a queue if they arrive for a future epoch after the current handshake is finished, but the implementation does not limit the number of records that can be sent, causing memory exhaustion.",-
CVE-2009-1378,OpenSSL,C,N,0.9.8,0.9.8m,5/19/2009,5.0,-,https://github.com/openssl/openssl/commit/abda7c114791fa7fe95672ec7a66fc4733c40dbc,C,ssl/d1_both.c,DTLS,SSL,CWE-401: Missing Release of Memory after Effective Lifetime,Memory Management,Memory Exhaustion,N,N,https://www.openssl.org/news/vulnerabilities.html,-,"DTLS queue did would allocate memory for every new message it received and did not check for duplicate entries, sequence numbers to see if a previous record is already stored with that sequence number, etc. This meant an attacker could repeatedly send out-of-sequence handshake messages to exhaust available memory.",-
CVE-2009-1379,OpenSSL,C,N,0.9.8,0.9.8m,5/19/2009,5.0,-,https://github.com/openssl/openssl/commit/561cbe567846a376153bea7f1f2d061e78029c2d,C,ssl/d1_both.c,DTLS,SSL,CWE-399: Resource Management Errors,Memory Management,Use-After-Free,N,Y,https://www.openssl.org/news/vulnerabilities.html,https://security.gentoo.org/glsa/200912-01,"DTLS fragment parsing contained a basic use-after-free issue, attempting to access the message header field of a fragment structure after it had already been freed.",-
CVE-2009-0591,OpenSSL,C,N,0.9.8h,0.9.8k,3/27/2009,2.6,-,-,-,-,CMS,Miscellaneous,CWE-287: Improper Authentication,Cryptographic Issue,Other,N,N,https://www.openssl.org/news/secadv/20090325.txt,-,"CMS verification doesn't properly handle errors when given a malformed signed attribute, allowing invalid attributes to be considered valid.",-
CVE-2009-0789,OpenSSL,C,N,0.9.8,0.9.8k,3/27/2009,5.0,-,-,-,-,ASN.1,-,CWE-189: Numeric Errors,Numeric Error,Mismatched Types,N,Y,https://www.openssl.org/news/secadv/20090325.txt,-,ASN.1 parsing is vulnerable to an invalid memory access caused by an integer overflow/underflow from mismatched integer types (where sizeof(long) < sizeof(void *)).,-
CVE-2009-0590,OpenSSL,C,N,0.9.8,0.9.8k,3/27/2009,5.0,-,-,-,-,ASN.1,-,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20090325.txt,-,ASN.1 string parsing will crash with a buffer overread if the encoded length of the string is larger than allowed.,-
CVE-2008-5077,OpenSSL,C,N,0.9.8,0.9.8j,1/7/2009,5.8,-,-,-,-,EVP,-,CWE-20: Improper Input Validation,Cryptographic Issue,Other,N,N,https://www.openssl.org/news/secadv/20090107.txt,-,"Several functions internal to OpenSSL did not check for null/incorrect return values, resulting in signature checks returning as valid for invalid signatures (no patch commit available, so default to Cryptographic Issue).",-
CVE-2008-1678,OpenSSL,C,N,0.9.8f,0.9.8h,7/10/2008,5.0,-,-,C,crypto/comp/c_zlib.c,Compression,-,CWE-399: Resource Management Errors,Memory Management,Memory Exhaustion,N,N,https://nvd.nist.gov/vuln/detail/CVE-2008-1678,https://bugzilla.redhat.com/show_bug.cgi?id=447268,Compression implementation is vulnerable to memory exhaustion from repeated calls (no further information available).,Not included under OpenSSL's security advisory list.
CVE-2008-0891,OpenSSL,C,N,0.9.8f,0.9.8h,5/29/2008,4.3,-,https://github.com/openssl/openssl/commit/40a706286febe0279336c96374c607daaa1b1d49,C,ssl/t1_lib.c,SSL,SSL,CWE-189: Numeric Errors,Memory Management,Double Free,Y,Y,https://www.openssl.org/news/secadv/20080528.txt,-,Server name extension implementation contains a basic double free issue. Patch commit adds a one-line variable reset to null.,-
CVE-2008-1672,OpenSSL,C,N,0.9.8f,0.9.8h,5/29/2008,4.3,-,https://github.com/openssl/openssl/commit/e194fe8f47a5bdc7a9eab19b4d387d00c410e633,C,ssl/s3_clnt.c,SSL,SSL,CWE-476: NULL Pointer Dereference,Memory Management,Null Dereference,N,Y,https://www.openssl.org/news/secadv/20080528.txt,-,"TLS server implementation does not check whether the server key exchange message in the handshake is null prior to reading, causing a potential null pointer dereference.",-
CVE-2007-5502,OpenSSL,C,N,-,-,12/1/2007,6.4,-,-,-,-,PRNG,-,CWE-310: Cryptographic Issues,Cryptographic Issue,Insufficient Randomness,N,N,https://www.openssl.org/news/secadv/20071129.txt,-,OpenSSL's FIPS PRNG implementation generates predictable random data.,-
CVE-2007-4995,OpenSSL,C,N,0.9.8,0.9.8f,10/13/2007,9.3,-,-,-,-,DTLS,-,CWE-189: Numeric Errors,Numeric Error,-,N,Y,https://www.openssl.org/news/vulnerabilities.html,-,"DTLS implementation contains an off-by-one error that could cause a heap overflow. No patch commit available, so default to NVD classification of Numeric Error.",-
CVE-2007-5135,OpenSSL,C,N,0.9.8,0.9.8f,9/27/2007,6.8,-,-,-,-,SSL,SSL,CWE-189: Numeric Errors,Numeric Error,-,N,Y,https://www.openssl.org/news/secadv/20071012.txt,-,"SSL implementation did not correctly calculate the size of cipher list input (off-by-one), causing a potential one-byte buffer overread. No patch commit available, so default to NVD classification of Numeric Error.",-
CVE-2007-3108,OpenSSL,C,N,-,-,8/8/2007,1.2,-,-,C,crypto/bn/bn_mont.c,BN,BigNum,-,Cryptographic Issue,Bad Math,N/A,N,https://nvd.nist.gov/vuln/detail/CVE-2007-3108,https://bugzilla.redhat.com/bugzilla/show_bug.cgi?id=CVE-2007-3108,"BN Montgomery multiplication implementation is not correct, leaving it vulnerable to a side-channel attack and RSA private key recovery.",-
CVE-2006-2937,OpenSSL,C,N,0.9.7,0.9.8d,9/28/2006,7.8,-,-,-,-,ASN.1,X.509,CWE-399: Resource Management Errors,Memory Management,Infinite Loop,N,N,https://www.openssl.org/news/secadv/20060928.txt,-,"ASN.1 parsing implementation contains an infinite loop, which can lead to memory exhaustion.",-
CVE-2006-2940,OpenSSL,C,N,0.9.7,0.9.8d,9/28/2006,7.8,-,https://github.com/openssl/openssl/commit/5e3225cc44ebdce3a88d04a627e975b3e76a6f9a,C,Various,-,-,CWE-399: Resource Management Errors,Cryptographic Issue,Parameter Validation,Y,N,https://www.openssl.org/news/secadv/20060928.txt,-,"Implementations of various cryptographic protocols and algorithms (DH, DSA, EC, RSA) did not limit the sizes of the public exponent/modulus values provided in X.509 certificates. This could potentially lead to resource exhaustion/denial of service if an attacker sends an overly large value which takes a long time to process.",-
CVE-2006-3738,OpenSSL,C,N,0.9.7,0.9.8d,9/28/2006,10.0,-,https://github.com/openssl/openssl/commit/3ff55e9680cc99f330f25e48cd1422e3459c02de,C,ssl/s3_srvr.c; ssl/ssl_lib.c,SSL,SSL,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20060928.txt,-,SSL implementation contains a buffer overflow from a missing null and 0-value check.,-
